Resource Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling	FAIR Issues	FAIR Score
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Abdul-Karim1/Grey-Matter-Abnormalities-Detection-in-Dementia-Patients-using-Deep-Learning-on-ADNI-Images-FYP	Abdul-Karim1	Abdul-Karim1	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/neuro-ml/resnet_cnn_mri_adni	neuro-ml	libfun; amigoml	Jupyter Notebook					No Dependencies; No Version Info; No Environment Spec; No Dependencies; No Version Info; No Environment Spec	4
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/djrumala/ADNI-processing	djrumala	djrumala	Python					No Version Info; No Container; No Environment Spec	7
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/FahimFBA/organize-ADNI	FahimFBA	FahimFBA	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/gkarozis/ADNI_thesis_project	gkarozis	gkarozis	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/teogelles/Superpixel-Brain-Segmentation	teogelles	teogelles	Matlab					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/xiaoxingxingkz/BrainStatTrans-GAN	xiaoxingxingkz	xiaoxingxingkz	Python					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/JGarciaCondado/ADNIBrainAge	JGarciaCondado	JGarciaCondado	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/gama-ufsc/brain-age	gama-ufsc	brunompacheco; victor-hro	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/GavinSaiun/GFNet-Alzheimer-Detection	GavinSaiun	GavinSaiun	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/asharifisadr/MRI-Preprocessing	asharifisadr	asharifisadr	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/roman-studer/fhnw_ds_fs22_cdl1_cml1_Brain_Health_Challenge	roman-studer	a-coding-Kat; roman-studer; BrunoKreiner	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ritikarana9999/ADNI_Brain_Visual_Transformer_47306725	ritikarana9999	ritikarana9999	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/shabnomm/Alzheimer-s-MRI-Classification-ADNI-OASIS	shabnomm	shabnomm	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/xiaoxingxingkz/BrainStatTrans-GAN-MindSpore	xiaoxingxingkz	xiaoxingxingkz	Python					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Abhinavmohindersingh/medical-image-srcnn	Abhinavmohindersingh	Abhinavmohindersingh; shakes76	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Emr-pvt/Alzheimer_detection_CSA	Emr-pvt	Emr-pvt	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ChantalGisler/Brainhealth-Challenge	ChantalGisler	ChantalGisler	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/H-Snoussi/ADNI3-Blueprints	H-Snoussi	H-Snoussi	Shell					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/Chaehee03/Counterfactual_ADNI	Chaehee03	Chaehee03	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Neuroimaging Initiative	ADNI	Alzheimer's Disease; Early Mild Cognitive Impairment; Mild Cognitive Impairment; Normal Controls; Preclinical Alzheimer's Disease; PTSD; Traumatic Brain Injury	https://github.com/ramdaftari/brain-spy	ramdaftari	ramdaftari; Chef-strash; AG3106	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/EpistasisLab/tpot	EpistasisLab	perib; jay-m-dev; jgh9094; nickotto; gketronDS; nickmatsumoto; ethanglaser; john-sandall; theaksaini	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/EpistasisLab/tpot2	EpistasisLab	perib; jay-m-dev; jgh9094; nickotto; nickmatsumoto; gketronDS; ethanglaser; theaksaini	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/EpistasisLab/Aliro	EpistasisLab	djfunksalot; weixuanfu; Coder-Sharon; hjwilli; Kaixhin; lacava; HyunjunA; jay-m-dev; joshc0044; mgstauffer	JavaScript					No Version Info; No Environment Spec	8
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/EpistasisLab/AlzKB	EpistasisLab	JDRomano2; jay-m-dev; xixilili; nickotto; van-truong; PaulWangCS	Python					No Version Info; No Container; No Environment Spec	7
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/ZhiGroup/DeepENDO	ZhiGroup	khushpatelmd	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/ZhiGroup/UDIP-FA	ZhiGroup	Soulnature; ZhiGroup	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/NIAGADS/ADSPIntegratedPhenotypes	NIAGADS	heatherissen	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/ZhiGroup/UDIP-ViT	ZhiGroup	sislam1; no1summer; ZiqianXie	Python					No Version Info; No Container; No Environment Spec	7
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/thudaUSF/ADSP-dl-process	thudaUSF	thudaUSF	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/RitchieLab/biofilter	RitchieLab	AndreRico; XueqiongLi; van-truong; vermaa1	Python					No Version Info	9
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/atri-biostats/NACCADRC	atri-biostats	mcdonohue	R					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Alzheimer's Disease Sequencing Project	ADSP	Alzheimer's Disease	https://github.com/soffiafdz/hvr-cvr-mediation	soffiafdz	soffiafdz	R					No Dependencies; No Version Info; No Container	7
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/NYUMedML/GNN_for_EHR	NYUMedML	jackzhu727	Python					No Version Info; No Container; No Environment Spec	7
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/NYUMedML/CNN_design_for_AD	NYUMedML	shengliu66; JeremyHide	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/himanshub1007/Alzhimers-Disease-Prediction-Using-Deep-learning	himanshub1007	himanshub1007	Python					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	0
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/GabrieleLozupone/AXIAL	GabrieleLozupone	GabrieleLozupone	Python					No Version Info; No Container; No Environment Spec	7
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/RishalAggarwal/3D-Convnet-for-Alzheimer-s-Detection	RishalAggarwal	RishalAggarwal	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/cboix/admultiregion_analysis	cboix	cboix	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/vipul105/Alzheimers_Disease_Progression	vipul105	vipul105; kaurrachneet6	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/oscardp96/TFM-Alzheimer-Diagnosis	oscardp96	oscardp96; alu0100892833	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/thibault-wch/Joint-Learning-for-Alzheimer-disease	thibault-wch	thibault-wch	Python					No Version Info; No Container; No Environment Spec	7
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/miacsu/MMTL	miacsu	tianxu8822	Python					No Version Info; No Container; No Environment Spec	7
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/xiaotingsong/dGLCN	xiaotingsong	xiaotingsong						No Dependencies; No Version Info; No Container; No Environment Spec	6
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/ArezoShakeri/MultiConAD	ArezoShakeri	ArezoShakeri	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	Dissociative Seizures; Functional Neurological Disorder	https://github.com/batuhankmkaraman/mlbasedad	batuhankmkaraman	batuhankmkaraman	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
