Study Name	Abbreviation	Data Modalities	Diseases Included	Sample Size	Access URL	FAIR Compliance Notes	Dataset Type	Date added to catalog
The Seattle Alzheimer's Disease Brain Cell Atlas (SEA-AD) Study	SEA-AD	[clinical, genomics, epigenomics, transcriptomics] Clinical assessments; Cognitive assessments; Neuropathology; Genomic variants; Single-nucleus RNA sequencing; Single-nucleus ATAC sequencing; Multiome (gene expression and chromatin accessibility)	Alzheimer's Disease; Mild Cognitive Impairment; Normal aging controls	89 participants	https://portal.brain-map.org/explore/seattle-alzheimers-disease	Excellent FAIR compliance. The SEA-AD study demonstrates exceptional commitment to open science with data publicly available through the Allen Brain Map portal and dedicated study website (https://sea-ad.org/). Findability is excellent with comprehensive documentation, published datasets with DOIs, and indexing in major repositories. Accessibility is strong with open data portals, multiple access methods (web browser, API, bulk download), and well-documented procedures. Interoperability is high through use of standard genomics file formats (BAM, h5ad, MEX), metadata following community standards, and integration with the Brain Cell Data Center. Reusability is maximized through comprehensive metadata documentation, detailed published protocols, quality control metrics, and clear data use guidelines. The multi-modal integration of clinical, neuropathology, genomics, epigenomics, and single-cell transcriptomics data creates a rich, standardized resource for the research community.	Human	January 2026
The Living Brain Project (LBP) Study	LBP	[clinical, transcriptomics, proteomics] Clinical; Proteomics; Transcriptomics	Parkinson's Disease; Alzheimer's Disease; No Cognitive Impairment	417 participants (171 living, 246 postmortem)	http://discover.alzheimersdata.org/	Excellent FAIR compliance as part of the AD Knowledge Portal ecosystem with mandatory data sharing policies, comprehensive metadata documentation, and standardized multi-modal data integration (clinical, proteomics, transcriptomics) supporting broad interoperability and reusability across the Alzheimer's research community.	Multi-study	January 2026
The Mayo Clinic Hippocampal Vulnerability Study (MayoHippocampus)	MayoHippocampus	[clinical, transcriptomics] Clinical assessments; Gene Expression; Brain tissue samples	Alzheimer's Disease; Normal Controls	55 participants	https://doi.org/10.1007/BF00308809	Good FAIR compliance with standardized neuropathologic assessment protocols and comprehensive clinical metadata collection. The study employs rigorous data collection through standardized neuropathologic evaluation including demographics, APOE genotype, Braak staging, and multiple neuropathological variables. Transcriptomics data from brain tissue follows established protocols from the Mayo Clinic Brain Bank. However, access is restricted to 'Local data access' without clear public repository deposition or formal access request procedures. While data collection and documentation appear strong, accessibility and interoperability provisions remain limited, preventing higher FAIR rating.	Human	January 2026
The UCSF Memory and Aging Center Study	UCSF_MAC	[clinical, genomics] Clinical assessments; Neurological examination; Cognitive assessment; Medical history; Functional abilities assessment; Blood samples; Genomic variants	Alzheimer's Disease; Frontotemporal Dementia; Healthy Controls	766 participants (664 cases, 102 controls)	http://discover.alzheimersdata.org/	Excellent FAIR compliance. Data accessible through the AD Knowledge Portal (discover.alzheimersdata.org), which implements mandatory open science policies with standardized metadata and comprehensive documentation. The study includes well-characterized clinical phenotypes with consensus diagnostic criteria, standardized clinical assessment protocols, genomic data with documented variant information, and multi-institutional collaboration frameworks. Data sharing follows FAIR principles with formal access procedures, standardized file formats for genomic data, and integration with broader Alzheimer's disease research initiatives.	Human	January 2026
The Alzheimer's Disease Metabolomics Consortium Alzheimer's Disease Neuroimaging Initiative University of Hawaii Gut Metabolites (ADMC_ADNI_UHawaiiGutMetabolites) Study	ADMC_ADNI_UHawaiiGutMetabolites	[clinical, metabolomics] Clinical; Metabolomics; Blood biomarkers	Alzheimer's Disease; Mild Cognitive Impairment	578 samples	https://adni.loni.usc.edu/	Strong FAIR compliance with standardized data collection protocols following ADNI consortium standards, well-documented metadata schemas through LONI infrastructure, adherence to community data standards for metabolomics (UPLC-MS/MS), and formal access request procedures through ADNI/LONI system. Data access requires application approval through LONI, with structured metabolite identifiers and integration with broader ADNI datasets ensuring interoperability, though the local access requirement and approval process limits immediate accessibility.	Multi-study	January 2026
The Religious Orders Study and Memory and Aging Project Cell Type Specific Histone Acetylation in Alzheimer's Disease Study	ROSMAP_CellTypeSpecificHA	[clinical, epigenetics] Clinical assessments; Cognitive testing; Neuropathological assessments; Cell type-specific histone acetylation profiling; H3K27ac ChIP-seq; Brain tissue molecular data	Alzheimer's Disease	19 participants (26 brain tissue samples: 10 dorsolateral prefrontal cortex, 16 hippocampus)	https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage?Study=syn3219045	Excellent FAIR compliance with data available through the AMP-AD Knowledge Portal, a federally-funded open science platform with comprehensive metadata schemas and standardized data formats. The study utilizes the established ROSMAP framework with well-documented clinical, cognitive, and neuropathological data integrated with epigenomic profiling. Data is accessible through Synapse platform with clear access procedures, standardized genomic file formats (BAM, BED, bigWig), and interoperable with other ROSMAP datasets. Full methodological transparency with detailed sample characterization, quality control metrics, and linkage to published literature ensures high reusability across research platforms.	Multi-study	January 2026
The Multi-Omic Approach to Elucidate Novel Disease Mechanisms and Biomarkers for Psychosis in Alzheimer's Disease (MOA-PAD) Study	MOA-PAD	[clinical, genetics, transcriptomics, epigenomics] Clinical assessments; Genetic variation (Illumina GSA); DNA methylation (EPIC array); Transcriptomics (RNA-seq); Small RNA sequencing; Cell-type specific epigenomics (FANS-sorted nuclei)	Alzheimer's Disease; Alzheimer's Disease with Psychosis; Non-demented Controls	283 participants	http://discover.alzheimersdata.org/	Excellent FAIR compliance. Data accessible through AD Knowledge Portal (discover.alzheimersdata.org), which implements mandatory open science policies with robust metadata standards. Multi-modal omics data (genomics, epigenomics, transcriptomics) generated using standardized platforms (Illumina arrays/sequencing) with comprehensive documentation. Detailed clinical phenotyping and neuropsychiatric assessments. Integration with established cohorts (PITT-ADRC, UK BDR) enhances interoperability. Published validation studies demonstrate data reusability and community standards adherence.	Multi-study	January 2026
The Religious Orders Study and Rush Memory and Aging Project Mammillary Body Study	ROSMAP_MammillaryBody	[clinical, transcriptomics, metabolomics] Clinical assessments; Single-nucleus RNA sequencing; Pathological evaluations; Genetic profiling; Epigenomic data; Proteomic data; Metabolomic data	Alzheimer's Disease; Pathologic Alzheimer's Disease; No Pathology Controls	32 participants	http://discover.alzheimersdata.org/	Excellent FAIR compliance: data accessible through AD Knowledge Portal (discover.alzheimersdata.org) with comprehensive metadata; snRNAseq data from well-characterized ROSMAP cohort with extensive multi-omic profiling; standardized pathological diagnosis criteria (NIA-Regan); detailed clinical and demographic variables; integration with broader ROSMAP data ecosystem enabling interoperability; robust documentation including literature citations and methodological protocols; controlled access ensures appropriate data reuse	Human	January 2026
The Mayo Clinic Brain Molecular Signatures of Alzheimer's Disease (MC-BrAD) Study	MC-BrAD	[clinical, omics] Clinical; Single-nucleus RNA sequencing (snRNAseq); Gene Expression	Progressive Supranuclear Palsy; Alzheimer's disease; Controls	36 participants	https://doi.org:10.1007/s00401-022-02479-4	Strong FAIR compliance with local data access via remote repository, standardized single-nucleus RNA sequencing protocols, comprehensive neuropathological diagnostic criteria from Mayo Clinic Brain Bank, well-documented metadata including demographic breakdowns and diagnostic standards, though requires formal access procedures through institutional channels	Human	January 2026
The Accelerating Medicines Partnership Alzheimer's Disease Diverse Cohorts Study	AMP-AD Diverse Cohorts	[clinical, genetics, epigenomics, proteomics, transcriptomics, metabolomics] Clinical assessments; Whole genome sequencing; Genotyping; Bulk RNA sequencing; Single cell RNA sequencing; Epigenomics; Mass spectrometry proteomics; Metabolomics; Neuropathology	Alzheimer's Disease; Vascular Dementia; Dementia with Lewy Bodies; Progressive Supranuclear Palsy; Pathologic Aging; Elderly Controls	850+ participants (including 288 Black or African American and 330 Hispanic individuals)	https://www.synapse.org/#!Synapse:syn51757664	Strong FAIR compliance with excellent findability through the AD Knowledge Portal and Synapse platform with persistent identifiers (Synapse IDs), comprehensive metadata including harmonized clinical variables through the AMP-AD Phenotype Harmonization Working Group, standardized data processing through common bioinformatics pipelines, and well-documented provenance; accessibility requires formal data use agreements (controlled access) which limits openness but metadata remains accessible; interoperability supported through standard file formats and controlled vocabularies; reusability enhanced by detailed data dictionaries, harmonized outcomes explainers, and adherence to genomics community standards, though recent metadata corrections (October 2025) highlight ongoing data quality refinement efforts.	Multi-study	January 2026
The MIT Religious Orders Study and Rush Memory and Aging Project Single-Nucleus Multiomics Study	MIT_ROSMAP_Multiomics	[clinical, epigenomics, transcriptomics] Clinical assessments; Cognitive assessments; Pathological evaluations; Single-nucleus RNA sequencing; Single-nucleus ATAC sequencing; Bulk tissue transcriptomics; Epigenomic profiling; Proteomic profiling; Metabolomic profiling	Alzheimer's Disease; Dementia; Cognitive decline	427 participants	https://www.synapse.org/#!Synapse:syn3191087	Strong FAIR compliance with controlled data access through Synapse platform, comprehensive multi-modal omics data from well-characterized longitudinal cohort, standardized data collection protocols across clinical and molecular modalities, detailed metadata linking clinical phenotypes to molecular profiles, and integration with AMP-AD Knowledge Portal consortium standards, though controlled access requirements moderate the Accessible principle compared to fully open datasets	Multi-study	January 2026
Brain Energy for Amyloid transformation In Alzheimer's disease (AGMP_BEAM)	BEAM	[metabolomics] Lipidomics; Metabolomics; NMR Metabolomics; Untargeted Metabolomics; Gut Microbiome	Mild Cognitive Impairment; Cognitively Normal Controls	17 participants	https://adknowledgeportal.synapse.org/	Excellent FAIR compliance with mandatory open science policies through AD Knowledge Portal (Synapse), comprehensive standardized metadata including detailed study protocols and data processing methods, multiple data modalities shared through established platforms (MassIVE MSV000087087, GNPS molecular networking), standardized file formats (.mzXML, .csv, .mgf), well-documented sample processing and quality control procedures, and community-standard data structures supporting interoperability and reuse	Human	January 2026
The Mount Sinai Neuropsychiatric Symptoms in Alzheimer's Disease Study	NPS-AD	[clinical, transcriptomics, epigenomics, genetics] Clinical assessments; Single-nucleus RNA sequencing; SNP array; Whole-genome sequencing; RNA sequencing; ATAC-seq; ChIP-seq H3K27ac; ChIP-seq H3K4me3	Alzheimer's Disease; Parkinson's Disease; Frontotemporal Dementia; Multiple Sclerosis; Bipolar Disorder; Schizophrenia; PTSD; ADHD; OCD	1,494 participants	http://www.psych-ad.org/	Strong FAIR compliance: Multi-cohort study with local data access through AD Knowledge Portal integration. Demonstrates strong interoperability through extensive multi-modal omics data integration (snRNA-seq, WGS, RNA-seq, ATAC-seq, ChIP-seq) with well-documented metadata linking to existing AMP-AD, CommonMind, and ROSMAP datasets. Comprehensive standardized metadata files provided (individualMetadataSource, NPS-AD_individuals_with_WGS_and_snpArray_metadata.csv). Data sharing follows formal access request procedures with structured sample provenance across three brain banks (MSBB, HBCC, ROSMAP). Published data descriptor and capstone manuscripts enhance findability and reusability.	Multi-study	January 2026
The Mayo Clinic Single Nucleus RNAseq Study	MC_snRNA	[clinical, transcriptomics] Clinical; Single nucleus RNA sequencing; Gene Expression; Neuropathological data	Alzheimer's Disease	24 participants	https://adknowledgeportal.synapse.org/	Excellent FAIR compliance with comprehensive single nucleus RNA sequencing data shared through the AD Knowledge Portal, standardized transcriptomic data formats compatible with common bioinformatics tools, detailed clinical and neuropathological metadata including age, sex, APOE genotype, and neuropathology scores, part of M2OVE-AD consortium ensuring interoperability with other Alzheimer's research datasets, and controlled access procedures through Synapse platform with appropriate data use agreements enabling data reuse by research community.	Human	January 2026
The Contributions of Amyloid Precursor Protein and Dual-Specificity Tyrosine Phosphorylation-Regulated Kinase 1A to dysregulated neurobiology in human trisomy 21 induced Pluripotent Stem Cell-derived neurons Study	Trisomy21iN	[proteomics, genetics, transcriptomics] Western blotting protein expression analysis; CRISPR-Cas9 gene editing; PCR sequencing; Aβ ELISA measurements; iPSC culture and differentiation; Direct neuronal differentiation	Alzheimer's Disease; Down Syndrome (Trisomy 21); Early-onset Alzheimer's Disease	2 primary trisomy 21 iPSC lines (Person #1 female, Person #2 male) with isogenic euploid controls; 1 familial AD line with APP V717I mutation; 1 normal karyotype control line; multiple CRISPR-edited monoclonal lines targeting APP, DYRK1A, RCAN1, and SYNJ1	https://adknowledgeportal.synapse.org	Strong FAIR compliance with well-documented experimental protocols including detailed cell culture methods, CRISPR targeting procedures, Western blotting protocols, and ELISA methodologies. Data is accessible through the AD Knowledge Portal (AMP-AD consortium). Study uses standardized iPSC lines from NINDS repository and NIH Center for Regenerative Medicine with proper RRIDs for cell line identification. However, specific data deposition accession numbers are not provided in the description, and the current access URL points to a tool rather than the dataset itself, limiting immediate findability.	Biosample	January 2026
The Targeting of Late-Onset Alzheimer's Disease candidate genes via shRNA in human neurons and astrocytes Study	iNiAstshRNA	[transcriptomics, proteomics, epigenomics] RNA expression profiling; qPCR gene expression; shRNA knockdown screens; amyloid-β ELISA; Tau ELISA; Interleukin-6 measurements; iPSC-derived neurons; iPSC-derived astrocytes	Alzheimer's Disease	118 iPSC-derived cell lines (66 genes tested in astrocytes, 52 genes tested in neurons)	http://discover.alzheimersdata.org/	Excellent FAIR compliance as part of the AMP-AD (Accelerating Medicines Partnership - Alzheimer's Disease) initiative with data sharing through the AD Knowledge Portal at alzheimersdata.org, providing standardized access procedures, comprehensive metadata documentation including detailed protocols for cell culture, lentiviral transduction, qPCR, and ELISA methodologies, adherence to community data standards for Alzheimer's Disease research, and reusable experimental protocols for systematic functional validation of GWAS-identified candidate genes in disease-relevant human cell models	Biosample	January 2026
The ROSMAP iPSC-derived Astrocyte Study	ROSMAP iPSC Astrocyte Study	[clinical, transcriptomics, genetics, proteomics] Clinical assessments; Cognitive assessments; Neuropathological data; RNA sequencing; Single-cell RNA sequencing; Genomic data; Proteomic data; iPSC-derived astrocytes	Alzheimer's Disease; Dementia; Cognitive Decline	100 iPSC lines from ROSMAP cohort participants	https://adknowledgeportal.synapse.org/	Excellent FAIR compliance as part of the AMP-AD consortium with data accessible through the AD Knowledge Portal and Synapse platform. Data is highly findable with persistent identifiers and DOIs, accessible through standardized controlled-access procedures with clear data use agreements, interoperable with standard genomic and clinical data formats (BAM, FASTQ, CSV), and reusable with comprehensive metadata, standardized clinical data dictionaries, and well-documented protocols. Multi-modal integration of iPSC models with clinical, transcriptomic, genomic, and proteomic data from parent ROSMAP cohort enhances research utility.	Biosample	January 2026
The Alzheimer's Disease Metabolomics Consortium Longitudinal Alzheimer's Disease Neuroimaging Initiative Q500 Biocrates Metabolites Study	ADMC Longitudinal ADNI Q500 Biocrates	[metabolomics] Serum metabolites measured using Biocrates MxP® Quant 500 kit	Alzheimer's Disease; Mild Cognitive Impairment	4,891 serum samples from participants (2,603 ADNI-1; 2,288 ADNI-GO/2)	http://adni.loni.usc.edu/data-samples/access-data/	Strong FAIR compliance with well-documented longitudinal metabolomics data from the established ADNI consortium using standardized Biocrates Q500 methodology; comprehensive metadata schemas and standardized data collection protocols through LONI; controlled access requires formal application and data use agreement which ensures proper data governance while maintaining data availability to qualified researchers	Human	January 2026
The Tulsa-1000 LIBR Study (AGMP_TULSA_1000_LIBR)	T-1000	[clinical, genetics, metabolomics] Clinical assessments; Behavioral measures; Neuroimaging; Genomics; Metabolomics (targeted and untargeted); Lipidomics; Metagenomics (16S rRNA sequencing)	Major Depressive Disorder; Anxiety; Substance Related Disorder; Eating Disorders	1,000 participants (target: 100 healthy controls, 100 eating disorders, 500 mood-anxiety, 300 substance use)	http://discover.alzheimersdata.org/	Excellent FAIR compliance as part of the AD Knowledge Portal infrastructure with persistent identifier (AGMP_TULSA_1000_LIBR), standardized multi-modal data integration (clinical, genomics, metabolomics, metagenomics), comprehensive metadata documentation across molecular to behavioral levels, and commitment to making datasets available for novel analytic approaches by external investigators through the Alzheimer's Data Portal.	Human	January 2026
The Immunoprofiling of Peripheral Blood Mononuclear Cells from the Washington Heights-Inwood Columbia Aging Project Cohort Study	WHICAP Immunoprofiling	[transcriptomics, clinical] Bulk RNA-seq; Flow cytometry; Peripheral blood mononuclear cells (PBMCs); Clinical phenotypes; Immunoassay data	Alzheimer's Disease	Not specified	http://discover.alzheimersdata.org/	Excellent FAIR compliance with data accessible through the AD Knowledge Portal (AMP-AD consortium), comprehensive standardized metadata for transcriptomics and immunological data, adherence to community data standards for omics data, and integration with AD research data sharing initiatives, though local data access requirements may require formal access request procedures.	Human	January 2026
The Columbia University Irving Medical Center 2 Multiome Single Nucleus RNA-Sequencing and Single Nucleus Assay for Transposase-Accessible Chromatin Study	CUIMC2_Mult	[transcriptomics, epigenomics] Single nucleus RNA-sequencing (snRNA-seq); Single nucleus ATAC-sequencing (snATAC-seq); Multiome profiling	Alzheimer's Disease	235 participants	https://www.radc.rush.edu	Strong FAIR compliance with standardized multi-omic data collection protocols from a well-established longitudinal cohort (ROSMAP), comprehensive phenotypic and neuropathological metadata available through RADC Research Sharing Hub, local data access procedures with formal request process, and integration with AMP-AD consortium standards for Alzheimer's disease research data sharing	Multi-study	January 2026
The Diverse Cohorts Harmonization Study	DivCo_HS	[genetic, transcriptomic] Whole Genome Sequencing (WGS); RNA-Seq; Gene Expression; Genomic Variants; Joint Variant Calls	Alzheimer's Disease	1,019 samples	https://adknowledgeportal.synapse.org/Explore/Studies/DetailsPage/StudyDetails?Study=syn51732482	Excellent FAIR compliance. Dataset is accessible through the AD Knowledge Portal (adknowledgeportal), which implements mandatory open science policies. Features comprehensive standardized metadata including reprocessed WGS joint variant calls and harmonized RNA-Seq data with raw expression counts, residual matrices, and QC results. Strong documentation of data processing methods and linkage to parent Diverse Cohorts project enhances findability and interoperability. Part of AMP-AD consortium ensuring adherence to community data standards.	Multi-study	January 2026
The Microbiome in Alzheimer's Risk Study (AGMP_MARS_WISCONSIN)	MARS	[clinical, imaging, metabolomics, proteomics] Untargeted metabolomics; Targeted metabolomics; Lipidomics; 16S microbiome sequencing; Whole genome microbiome sequencing; Serum; Fecal samples; CSF; Cognitive assessments; Clinical data; Neuroimaging	Alzheimer's Disease; Preclinical Alzheimer's Disease	301 participants (serum lipidomics cohort)	https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?task=672ce0cd8cf3460cbfaa187f916cb0b9	Strong FAIR compliance with data deposited in public repositories (MassIVE MSV000095383, GNPS), comprehensive methods documentation, standardized metabolomics and lipidomics platforms, well-documented quality control procedures, and clear data processing pipelines. Data sharing through AD Knowledge Portal consortium. Metadata includes detailed sample preparation, instrument parameters, and quality metrics. Access through multiple platforms supports interoperability.	Multi-study	January 2026
Cambridge Centre for Ageing and Neuroscience (Cam-CAN)	Cam-CAN	[imaging, clinical, longitudinal] Structural MRI (T1, T2, DWI); Functional MRI (resting-state and task-based); Magnetoencephalography (MEG); Cognitive assessments; Neuropsychological tests; Behavioral measures; Demographics; Health questionnaires; Sensory and motor tests; Quality of Life	Alzheimer's Disease; Dementia; Mild Cognitive Impairment; Healthy Aging; Cognitive Aging	7524 participants	https://camcan-archive.mrc-cbu.cam.ac.uk/dataaccess/	Strong FAIR compliance with the Cambridge Centre for Ageing and Neuroscience (Cam-CAN) dataset demonstrating commitment to open science principles through controlled access mechanisms, standardized neuroimaging data formats (NIFTI, BIDS-compatible), comprehensive documentation including data dictionaries and usage guidelines, dedicated DOI registration for findability, and publicly available metadata with clear data use agreements enabling over 100 publications, though remote computation-only access somewhat limits broader reusability compared to fully open datasets.	Human	January 2026
Cognitive behavioural therapy vs. standardised medical care for adults with Dissociative non-Epileptic Seizures: a multicentre randomised controlled trial	CODES	[clinical] Clinical Trial; Quality of Life; Seizure Frequency Diaries; Psychological Assessments; Health Economics	Dissociative Seizures; Functional Neurological Disorder	368 participants	http://discover.alzheimersdata.org/	Excellent FAIR compliance: The CODES trial dataset demonstrates excellent findability through the ADDI platform (discover.alzheimersdata.org) with clear clinical trial classification and comprehensive outcome measures. Accessibility is facilitated through the Alzheimer's Data Initiative infrastructure with remote computation capabilities. The dataset includes rich, well-documented metadata from a rigorously conducted multicentre RCT with published protocol (DOI: 10.1186/1745-6215-13-35) and results (DOI: 10.1016/S1474-4422(20)30413-4), standardized clinical outcome measures (SF-12, EQ-5D, PHQ-9, GAD-7, WSAS), and structured follow-up at 6 and 12 months across 27 UK sites, enabling high reusability for secondary research despite remote-only access restrictions.	Human	January 2026
Dominantly Inherited Alzheimer Network Observational Study	DIAN-OBS	[clinical, genetics, imaging, proteomics] Clinical assessments; Cognitive testing; Whole Genome Sequencing; MRI; PET; CSF proteomics; Plasma proteomics	Autosomal Dominant Alzheimer's Disease; Early-onset Alzheimer's Disease	717 participants	http://discover.alzheimersdata.org/	Excellent FAIR compliance. Data accessible through the Alzheimer's Disease Data Initiative (ADDI) platform (discover.alzheimersdata.org), which enforces mandatory open science policies and rapid data sharing. Multi-modal integration across clinical, whole genome sequencing, neuroimaging, and proteomic datasets with standardized protocols. Comprehensive metadata documentation through DIAN central repository. Data harmonized with community standards (compatible with ADNI structures) and available through structured application process for qualified researchers.	Human	January 2026
The Boston University Alzheimer's Disease Research Center circular RNAs Study	BU-ADRC circRNA Study	[transcriptomics, epigenomics] Circular RNA sequencing; Bulk RNA-seq; RNA-binding protein networks; Gene expression profiling; 3D human brain organoids; Phenotype data	Alzheimer's Disease	207	http://discover.alzheimersdata.org/	Excellent FAIR compliance: Data accessible through AD Knowledge Portal (discover.alzheimersdata.org), a platform with mandatory open science policies and rapid data sharing. Study integrates ADSP genetic data with circRNA analysis following standardized community data formats. Part of FunGen-AD initiative ensuring comprehensive metadata documentation and interoperability with other ADRD datasets.	Human	January 2026
The APOE isoforms differentially shape the transcriptomic and epigenomic landscapes of human microglia in a xenotransplantation model of Alzheimer's disease [ATAC-seq]		[epigenomics] Epigenetic - Chromatin Accessibility (ATAC-seq); Epigenetic - Methylation	Alzheimer's Disease	1 participants	https://discover.alzheimersdata.org/catalogue/datasets/c5014f95-b090-45af-a99a-7f35ed8de5f8	Excellent FAIR compliance with data sharing through the AD Data Initiative (ADDI) platform, enabling open access to ATAC-seq epigenomic profiling data. The study provides comprehensive chromatin accessibility maps of human microglia across APOE genotypes in a xenotransplantation AD model, with standardized metadata, companion RNA-seq data linkage, publicly available analysis code on GitHub, and adherence to genomic data standards facilitating reproducibility and reuse.	Biosample	January 2026
The Apolipoprotein E isoforms differentially shape the transcriptomic and epigenomic landscapes of human microglia in a xenotransplantation model of Alzheimer's disease [RNA-seq]		[transcriptomics] RNA-seq; Gene expression profiling; APOE isoform analysis	Alzheimer's Disease	1 participants	https://discover.alzheimersdata.org/catalogue/datasets/f937555f-36b0-4588-910d-222a5fe2bf31	Excellent FAIR compliance with data hosted on Alzheimer's Data Portal (alzheimersdata.org), providing standardized RNA-seq transcriptomic data with comprehensive metadata on APOE isoforms (APOE2, APOE3, APOE4, APOE-KO), integration with companion ATAC-seq epigenomic data accessible through the same portal, and analysis code openly shared via GitHub repository ensuring reproducibility and adherence to open science principles for Alzheimer's disease research.	Biosample	January 2026
TREAT-AD BV2 BioHvY Study		[proteomics, epigenomics] Proteomics; Cell Line Phenotyping; siRNA Knockdown Studies	Alzheimer's Disease	2 cell lines	http://discover.alzheimersdata.org/	Excellent FAIR compliance: data shared through AD Knowledge Portal (discover.alzheimersdata.org) with standardized metadata; TREAT-AD program mandates open science policies and adherence to FAIR principles; comprehensive dataset documentation including cell line provenance, experimental protocols (Psen2 targeting shRNA vs scramble control), and proteomics data standardization; supports findability through AD Knowledge Portal infrastructure and interoperability through standardized proteomics formats	Biosample	January 2026
TREAT-AD iNeuron shRNA Transcriptome Study 1	TREAT-AD iNeuron shRNA Study 1	[transcriptomics, epigenomics] RNA sequencing; Gene expression profiling; shRNA knockdown data	Alzheimer's Disease	2 hiPSC lines (CVI and WTC11) with multiple shRNA treatments	https://adknowledgeportal.synapse.org/	Excellent FAIR compliance with data sharing through AD Knowledge Portal and Synapse platform, comprehensive metadata including detailed protocols and cell line characterization, standardized transcriptomic data formats, and adherence to TREAT-AD consortium open science policies. Study provides extensive methodological documentation for reproducibility.	Biosample	January 2026
Brain Cell Type-Specific Enhancer-Promoter Interactome Maps and Disease		[epigenomics, imaging] ATAC-seq; ChIP-seq; PLAC-seq; H3K4me3 peaks; Enhancer-promoter interaction maps; Chromatin accessibility; Histone modifications	Alzheimer's Disease; Psychiatric Disorders	6 participants	https://github.com/ENCODE-DCC/atac-seq-pipeline	Strong FAIR compliance with standardized genomic data collection using official ENCODE pipelines for ATAC-seq and ChIP-seq processing, adherence to community data standards (hg19 reference genome, standard file formats), well-documented processing protocols including specific software versions and parameters, and structured chromatin interaction data at defined resolution (5,000 bp). Data processed with established bioinformatics tools (Bowtie2, MACS2, MAPS pipeline) following reproducible workflows, though local data access status and lack of centralized repository limit broader accessibility and reusability compared to consortium-level data sharing platforms.	Human	January 2026
Genome-wide Histone H3 Lysine 27 Acetylation Profiles in Post-Mortem Entorhinal Cortex Samples from Alzheimer's Disease Cases and Controls	GSE102538	[epigenomics, transcriptomics] ChIP-seq (H3K27ac); RNA-seq; Histone modification profiling	Alzheimer's Disease	47 participants	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102538	Strong FAIR compliance with public deposition in NCBI GEO (GSE102538) ensuring excellent Findability through persistent identifiers (GSE102538, SRP114089) and comprehensive searchable metadata; strong Accessibility via open access with no restrictions and multiple download options (direct GEO download, SRA Toolkit); strong Interoperability through standardized data formats (FASTQ, BED, SOFT) and NCBI APIs; and strong Reusability with detailed experimental protocols, data processing documentation, and publication reference, though explicit licensing beyond standard NCBI GEO data use policies would further enhance reusability	Human	January 2026
The Alzheimer's Disease Metabolomics Consortium Longitudinal Alzheimer's Disease Neuroimaging Initiative Metabolon Study	ADMC-ADNI Metabolon	[metabolomics, longitudinal, clinical, imaging] Untargeted plasma metabolomics; Metabolon HD4 platform; Blood biomarkers; Longitudinal clinical assessments; Cognitive testing; MRI; PET imaging	Alzheimer Disease; Mild Cognitive Impairment; Normal aging	800 participants with metabolomics data from ADNI cohort	http://discover.alzheimersdata.org/	Excellent FAIR compliance. Data accessible through the AD Knowledge Portal (discover.alzheimersdata.org) which implements mandatory open science policies with standardized access procedures. The study features comprehensive metadata documentation including detailed data dictionaries, standardized metabolite identification through Metabolon platform, and integration with ADNI's well-established Common Data Elements. Strong interoperability through standardized formats (CSV for metabolomics, DICOM/NIfTI for imaging), persistent identifiers, and cross-platform accessibility via both ADNI LONI IDA and Synapse repositories. Reusability enhanced by documented quality control procedures, longitudinal design, and detailed provenance tracking across multiple timepoints and data modalities.	Human	January 2026
Monongahela-Youghiogheny Healthy Aging Team (MYHAT) including Seniors Project	MYHAT	[clinical, longitudinal] Cognitive assessments; Neuropsychological testing; Clinical Dementia Rating (CDR); Demographics; Medical history; Risk factors assessment	Dementia; Mild Cognitive Impairment	2841 participants	http://discover.alzheimersdata.org/	Excellent FAIR compliance with comprehensive structured clinical and epidemiological data from the MYHAT population-based cohort study and Seniors Project. Data is discoverable through the Alzheimer's Disease Data Initiative (ADDI) platform with standardized metadata, clear dataset identification, and formal data sharing procedures. The study provides well-documented assessment protocols, demographic information, and longitudinal cognitive measures following community data standards for aging research, supporting high findability, accessibility through established request procedures, interoperability with standardized clinical measures, and strong reusability for MCI and dementia research.	Multi-study	January 2026
Australian Brain Bank Single-Nucleus RNA Sequencing Study of Autosomal Dominant and Sporadic Alzheimer's Disease	AUSBB	[transcriptomics] Single-nucleus RNA sequencing (snRNA-seq)	Alzheimer's Disease; Autosomal Dominant Alzheimer's Disease; Normal Controls	Not specified	http://discover.alzheimersdata.org/	Excellent FAIR compliance as data is shared through the AD Knowledge Portal (Alzheimer's Disease Data Initiative platform), which implements mandatory open science policies, provides comprehensive standardized metadata for genomics data, enables rapid data sharing with the research community, and adheres to community data standards for single-cell transcriptomics including standardized file formats and well-documented metadata schemas for FunGen-AD consortium studies.	Human	January 2026
